,Peers,Miners,Contracts,Transactions,Time,Difficulty
0,6,1,1000,100,1.186837911605835,1
1,6,1,1000,100,1.7933480739593506,1
2,6,1,1000,100,1.8574275970458984,1
3,6,1,1000,100,1.9914288520812988,1
4,6,1,1000,100,2.019428014755249,1
0,6,2,1000,100,1.2022855281829834,1
1,6,2,1000,100,1.2278027534484863,1
2,6,2,1000,100,1.8246195316314697,1
3,6,2,1000,100,1.945913314819336,1
4,6,2,1000,100,1.9762520790100098,1
0,6,3,1000,100,1.216794729232788,1
1,6,3,1000,100,1.2157952785491943,1
2,6,3,1000,100,1.2541613578796387,1
3,6,3,1000,100,1.8333520889282227,1
4,6,3,1000,100,1.8894777297973633,1
0,6,4,1000,100,1.2751259803771973,1
1,6,4,1000,100,1.477020263671875,1
2,6,4,1000,100,2.8406898975372314,1
3,6,4,1000,100,2.8446905612945557,1
4,6,4,1000,100,2.8706929683685303,1
0,6,5,1000,100,1.248716115951538,1
1,6,5,1000,100,1.268979549407959,1
2,6,5,1000,100,1.286147117614746,1
3,6,5,1000,100,1.3217976093292236,1
4,6,5,1000,100,1.3718290328979492,1
0,6,6,1000,100,1.2868082523345947,1
1,6,6,1000,100,1.3088505268096924,1
2,6,6,1000,100,1.3145520687103271,1
3,6,6,1000,100,1.3145520687103271,1
4,6,6,1000,100,1.3635261058807373,1
0,6,1,1500,100,1.688197135925293,1
1,6,1,1500,100,2.4585936069488525,1
2,6,1,1500,100,2.4801981449127197,1
3,6,1,1500,100,2.4838414192199707,1
4,6,1,1500,100,2.492457389831543,1
0,6,2,1500,100,1.6409485340118408,1
1,6,2,1500,100,1.7145678997039795,1
2,6,2,1500,100,2.438990354537964,1
3,6,2,1500,100,2.6129567623138428,1
4,6,2,1500,100,2.6319570541381836,1
0,6,3,1500,100,1.6500506401062012,1
1,6,3,1500,100,1.6608445644378662,1
2,6,3,1500,100,1.7393698692321777,1
3,6,3,1500,100,2.4677693843841553,1
4,6,3,1500,100,2.4748497009277344,1
0,6,4,1500,100,1.704392433166504,1
1,6,4,1500,100,1.7354736328125,1
2,6,4,1500,100,1.759474277496338,1
3,6,4,1500,100,1.7974746227264404,1
4,6,4,1500,100,1.8024756908416748,1
0,6,5,1500,100,1.7036020755767822,1
1,6,5,1500,100,1.725621223449707,1
2,6,5,1500,100,1.7444818019866943,1
3,6,5,1500,100,1.7206132411956787,1
4,6,5,1500,100,1.7444818019866943,1
0,6,6,1500,100,1.6579453945159912,1
1,6,6,1500,100,1.7079341411590576,1
2,6,6,1500,100,1.7109405994415283,1
3,6,6,1500,100,1.7437407970428467,1
4,6,6,1500,100,1.8945999145507812,1
0,6,1,2000,100,2.02534818649292,1
1,6,1,2000,100,3.034595012664795,1
2,6,1,2000,100,3.045596122741699,1
3,6,1,2000,100,3.0755953788757324,1
4,6,1,2000,100,3.1705946922302246,1
0,6,2,2000,100,1.9734489917755127,1
1,6,2,2000,100,2.0899085998535156,1
2,6,2,2000,100,2.943357229232788,1
3,6,2,2000,100,2.9681451320648193,1
4,6,2,2000,100,3.0745222568511963,1
0,6,3,2000,100,2.0560243129730225,1
1,6,3,2000,100,2.099317789077759,1
2,6,3,2000,100,2.1139657497406006,1
3,6,3,2000,100,3.0160417556762695,1
4,6,3,2000,100,3.116096258163452,1
0,6,4,2000,100,2.171826124191284,1
1,6,4,2000,100,2.2884926795959473,1
2,6,4,2000,100,2.308769702911377,1
3,6,4,2000,100,2.3536229133605957,1
4,6,4,2000,100,2.5114974975585938,1
0,6,5,2000,100,2.1745502948760986,1
1,6,5,2000,100,2.190173387527466,1
2,6,5,2000,100,2.2150657176971436,1
3,6,5,2000,100,2.2150657176971436,1
4,6,5,2000,100,2.2645862102508545,1
0,6,6,2000,100,2.1363232135772705,1
1,6,6,2000,100,2.1530416011810303,1
2,6,6,2000,100,2.2385189533233643,1
3,6,6,2000,100,2.2764413356781006,1
4,6,6,2000,100,2.307188034057617,1
0,6,1,2500,100,2.5331499576568604,1
1,6,1,2500,100,3.6620349884033203,1
2,6,1,2500,100,3.673069715499878,1
3,6,1,2500,100,3.680140733718872,1
4,6,1,2500,100,3.742783308029175,1
0,6,2,2500,100,2.436929941177368,1
1,6,2,2500,100,2.466829776763916,1
2,6,2,2500,100,3.662363052368164,1
3,6,2,2500,100,3.8141753673553467,1
4,6,2,2500,100,3.8928403854370117,1
0,6,3,2500,100,2.488969326019287,1
1,6,3,2500,100,2.5822198390960693,1
2,6,3,2500,100,2.651203155517578,1
3,6,3,2500,100,3.8894879817962646,1
4,6,3,2500,100,3.9415884017944336,1
0,6,4,2500,100,2.557743549346924,1
1,6,4,2500,100,2.5776901245117188,1
2,6,4,2500,100,2.627915382385254,1
3,6,4,2500,100,2.640514612197876,1
4,6,4,2500,100,2.6883764266967773,1
0,6,5,2500,100,2.575244665145874,1
1,6,5,2500,100,2.6285078525543213,1
2,6,5,2500,100,2.6497817039489746,1
3,6,5,2500,100,2.6685593128204346,1
4,6,5,2500,100,2.7128844261169434,1
0,6,6,2500,100,2.654311180114746,1
1,6,6,2500,100,2.6831793785095215,1
2,6,6,2500,100,2.7253987789154053,1
3,6,6,2500,100,2.7453348636627197,1
4,6,6,2500,100,2.7942981719970703,1
0,6,1,500,100,0.7719507217407227,1
1,6,1,500,100,1.1689550876617432,1
2,6,1,500,100,1.2375566959381104,1
3,6,1,500,100,1.3220572471618652,1
4,6,1,500,100,1.3955278396606445,1
0,6,2,500,100,0.7952258586883545,1
1,6,2,500,100,0.840226411819458,1
2,6,2,500,100,1.2702281475067139,1
3,6,2,500,100,1.3542258739471436,1
4,6,2,500,100,1.37422776222229,1
0,6,3,500,100,0.799576997756958,1
1,6,3,500,100,0.8480393886566162,1
2,6,3,500,100,0.8480393886566162,1
3,6,3,500,100,1.2213282585144043,1
4,6,3,500,100,1.3216285705566406,1
0,6,4,500,100,0.8327896595001221,1
1,6,4,500,100,0.855950117111206,1
2,6,4,500,100,0.88494873046875,1
3,6,4,500,100,0.9059493541717529,1
4,6,4,500,100,1.1046311855316162,1
0,6,5,500,100,0.8082971572875977,1
1,6,5,500,100,0.8239331245422363,1
2,6,5,500,100,0.8330113887786865,1
3,6,5,500,100,0.8580856323242188,1
4,6,5,500,100,0.9397933483123779,1
0,6,6,500,100,0.8015086650848389,1
1,6,6,500,100,0.8080220222473145,1
2,6,6,500,100,0.8136317729949951,1
3,6,6,500,100,0.8327016830444336,1
4,6,6,500,100,0.8600301742553711,1
0,6,1,1000,100,1.202406406402588,1
1,6,1,1000,100,1.8103704452514648,1
2,6,1,1000,100,1.8103704452514648,1
3,6,1,1000,100,1.8215034008026123,1
4,6,1,1000,100,1.9718070030212402,1
0,6,2,1000,100,1.102405071258545,1
1,6,2,1000,100,1.4561958312988281,1
2,6,2,1000,100,2.7683043479919434,1
3,6,2,1000,100,2.8587868213653564,1
4,6,2,1000,100,2.8897409439086914,1
0,6,1,500,100,0.7834639549255371,1
1,6,1,500,100,1.2080702781677246,1
2,6,1,500,100,1.393472671508789,1
3,6,1,500,100,1.3954720497131348,1
4,6,1,500,100,1.4074833393096924,1
0,6,2,500,100,0.8581333160400391,1
1,6,2,500,100,1.2801964282989502,1
2,6,2,500,100,1.2801964282989502,1
3,6,2,500,100,1.3949413299560547,1
4,6,2,500,100,1.4109435081481934,1
0,6,3,500,100,0.8008790016174316,1
1,6,3,500,100,0.8483116626739502,1
2,6,3,500,100,0.8703122138977051,1
3,6,3,500,100,1.4035937786102295,1
4,6,3,500,100,1.4405946731567383,1
0,6,4,500,100,0.8034944534301758,1
1,6,4,500,100,0.8302278518676758,1
2,6,4,500,100,0.8672287464141846,1
3,6,4,500,100,0.8886096477508545,1
4,6,4,500,100,0.9102306365966797,1
0,6,5,500,100,0.8173489570617676,1
1,6,5,500,100,0.8624355792999268,1
2,6,5,500,100,0.8844342231750488,1
3,6,5,500,100,0.8898563385009766,1
4,6,5,500,100,0.8477997779846191,1
0,6,6,500,100,0.8916211128234863,1
1,6,6,500,100,0.9082155227661133,1
2,6,6,500,100,0.9414944648742676,1
3,6,6,500,100,0.9002156257629395,1
4,6,6,500,100,0.9742159843444824,1
0,6,1,1000,100,1.1901650428771973,1
1,6,1,1000,100,1.7757456302642822,1
2,6,1,1000,100,1.9669783115386963,1
3,6,1,1000,100,2.0101354122161865,1
4,6,1,1000,100,2.0121352672576904,1
0,6,2,1000,100,1.210315465927124,1
1,6,2,1000,100,1.2311639785766602,1
2,6,2,1000,100,1.9073452949523926,1
3,6,2,1000,100,1.9244365692138672,1
4,6,2,1000,100,1.9344379901885986,1
0,6,3,1000,100,1.2027344703674316,1
1,6,3,1000,100,1.215731143951416,1
2,6,3,1000,100,1.2229278087615967,1
3,6,3,1000,100,1.8311903476715088,1
4,6,3,1000,100,1.9409568309783936,1
0,6,4,1000,100,1.267665147781372,1
1,6,4,1000,100,1.2787504196166992,1
2,6,4,1000,100,1.298107385635376,1
3,6,4,1000,100,1.3001067638397217,1
4,6,4,1000,100,1.3435654640197754,1
0,6,5,1000,100,1.2742469310760498,1
1,6,5,1000,100,1.3052499294281006,1
2,6,5,1000,100,1.3352487087249756,1
3,6,5,1000,100,1.3412480354309082,1
4,6,5,1000,100,1.4012470245361328,1
0,6,6,1000,100,1.222116231918335,1
1,6,6,1000,100,1.2421188354492188,1
2,6,6,1000,100,1.2621173858642578,1
3,6,6,1000,100,1.2881159782409668,1
4,6,6,1000,100,1.5051190853118896,1
0,6,1,1500,100,1.5999927520751953,1
1,6,1,1500,100,2.3696227073669434,1
2,6,1,1500,100,2.5076231956481934,1
3,6,1,1500,100,2.576622724533081,1
4,6,1,1500,100,2.5866222381591797,1
0,6,2,1500,100,1.6145775318145752,1
1,6,2,1500,100,1.6370134353637695,1
2,6,2,1500,100,2.4623003005981445,1
3,6,2,1500,100,2.543304443359375,1
4,6,2,1500,100,2.574359893798828,1
0,6,3,1500,100,1.6730945110321045,1
1,6,3,1500,100,1.7095236778259277,1
2,6,3,1500,100,1.7775230407714844,1
3,6,3,1500,100,2.5933303833007812,1
4,6,3,1500,100,2.697068214416504,1
0,6,4,1500,100,2.036144971847534,1
1,6,4,1500,100,2.941781759262085,1
2,6,4,1500,100,2.9616665840148926,1
3,6,4,1500,100,2.984666585922241,1
4,6,4,1500,100,2.9856698513031006,1
0,6,5,1500,100,1.687950849533081,1
1,6,5,1500,100,1.735605001449585,1
2,6,5,1500,100,1.7396061420440674,1
3,6,5,1500,100,1.743605613708496,1
4,6,5,1500,100,1.8036060333251953,1
0,6,6,1500,100,1.703540563583374,1
1,6,6,1500,100,1.7512445449829102,1
2,6,6,1500,100,1.7472422122955322,1
3,6,6,1500,100,1.7622437477111816,1
4,6,6,1500,100,1.8152430057525635,1
0,6,1,2000,100,1.9557595252990723,1
1,6,1,2000,100,2.971982717514038,1
2,6,1,2000,100,2.9731404781341553,1
3,6,1,2000,100,2.9903650283813477,1
4,6,1,2000,100,3.029402732849121,1
0,6,2,2000,100,2.105313777923584,1
1,6,2,2000,100,2.1133148670196533,1
2,6,2,2000,100,3.107816457748413,1
3,6,2,2000,100,3.1372241973876953,1
4,6,2,2000,100,3.2027323246002197,1
0,6,3,2000,100,2.1103968620300293,1
1,6,3,2000,100,2.1532845497131348,1
2,6,3,2000,100,2.1692941188812256,1
3,6,3,2000,100,3.2279343605041504,1
4,6,3,2000,100,3.3121144771575928,1
0,6,4,2000,100,2.2283995151519775,1
1,6,4,2000,100,2.238372564315796,1
2,6,4,2000,100,2.249112844467163,1
3,6,4,2000,100,2.267500162124634,1
4,6,4,2000,100,2.2807538509368896,1
0,6,5,2000,100,2.273926019668579,1
1,6,5,2000,100,2.2813193798065186,1
2,6,5,2000,100,2.2968802452087402,1
3,6,5,2000,100,2.29891300201416,1
4,6,5,2000,100,2.377551555633545,1
0,6,6,2000,100,2.2178261280059814,1
1,6,6,2000,100,2.242187023162842,1
2,6,6,2000,100,2.270185708999634,1
3,6,6,2000,100,2.315185070037842,1
4,6,6,2000,100,2.253185510635376,1
0,6,1,2500,100,2.377640724182129,1
1,6,1,2500,100,3.5578689575195312,1
2,6,1,2500,100,3.5889573097229004,1
3,6,1,2500,100,3.618999481201172,1
4,6,1,2500,100,3.6446077823638916,1
0,6,2,2500,100,2.8702127933502197,1
1,6,2,2500,100,4.04119086265564,1
2,6,2,2500,100,4.10028862953186,1
3,6,2,2500,100,4.102289438247681,1
4,6,2,2500,100,4.201160192489624,1
0,6,3,2500,100,2.522225856781006,1
1,6,3,2500,100,2.5778725147247314,1
2,6,3,2500,100,2.7441930770874023,1
3,6,3,2500,100,3.894547700881958,1
4,6,3,2500,100,3.9674198627471924,1
0,6,4,2500,100,2.5948851108551025,1
1,6,4,2500,100,2.6808853149414062,1
2,6,4,2500,100,2.686885118484497,1
3,6,4,2500,100,2.7368862628936768,1
4,6,4,2500,100,2.745884656906128,1
0,6,5,2500,100,2.913604974746704,1
1,6,5,2500,100,4.273453712463379,1
2,6,5,2500,100,4.3404541015625,1
3,6,5,2500,100,4.364627838134766,1
4,6,5,2500,100,4.406179904937744,1
0,6,6,2500,100,2.6359238624572754,1
1,6,6,2500,100,2.7258341312408447,1
2,6,6,2500,100,2.6985836029052734,1
3,6,6,2500,100,2.7278635501861572,1
4,6,6,2500,100,2.7460365295410156,1
0,6,1,1500,100,1.5843160152435303,1
1,6,1,1500,100,2.4050540924072266,1
2,6,1,1500,100,2.553096055984497,1
3,6,1,1500,100,2.556563138961792,1
4,6,1,1500,100,2.586111068725586,1
0,6,1,1500,100,1.620091199874878,1
1,6,1,1500,100,2.372941493988037,1
2,6,1,1500,100,2.412177324295044,1
3,6,1,1500,100,2.4271771907806396,1
4,6,1,1500,100,2.622528076171875,1
0,6,2,1500,100,1.6197917461395264,1
1,6,2,1500,100,1.759145736694336,1
2,6,2,1500,100,2.3997554779052734,1
3,6,2,1500,100,2.537911891937256,1
4,6,2,1500,100,2.5549614429473877,1
0,6,3,1500,100,1.6182630062103271,1
1,6,3,1500,100,1.6598570346832275,1
2,6,3,1500,100,1.6881473064422607,1
3,6,3,1500,100,2.6419456005096436,1
4,6,3,1500,100,2.6741859912872314,1
0,6,4,1500,100,1.7416584491729736,1
1,6,4,1500,100,1.7624645233154297,1
2,6,4,1500,100,1.7784650325775146,1
3,6,4,1500,100,1.7854654788970947,1
4,6,4,1500,100,1.8084640502929688,1
0,6,5,1500,100,1.903717041015625,1
1,6,5,1500,100,2.709440231323242,1
2,6,5,1500,100,2.7158401012420654,1
3,6,5,1500,100,2.7218377590179443,1
4,6,5,1500,100,2.7248377799987793,1
0,6,6,1500,100,1.6723878383636475,1
1,6,6,1500,100,1.6958603858947754,1
2,6,6,1500,100,1.7408607006072998,1
3,6,6,1500,100,1.7488620281219482,1
4,6,6,1500,100,1.782860517501831,1
0,6,1,2000,100,2.0898427963256836,1
1,6,1,2000,100,3.076796531677246,1
2,6,1,2000,100,3.1488027572631836,1
3,6,1,2000,100,3.1727206707000732,1
4,6,1,2000,100,3.1797211170196533,1
0,6,2,2000,100,2.0774340629577637,1
1,6,2,2000,100,2.110938787460327,1
2,6,2,2000,100,3.180553913116455,1
3,6,2,2000,100,3.242736577987671,1
4,6,2,2000,100,3.311472177505493,1
0,6,3,2000,100,2.083376407623291,1
1,6,3,2000,100,2.1194353103637695,1
2,6,3,2000,100,2.120598316192627,1
3,6,3,2000,100,3.2338860034942627,1
4,6,3,2000,100,3.2649166584014893,1
0,6,4,2000,100,2.374677896499634,1
1,6,4,2000,100,2.3936703205108643,1
2,6,4,2000,100,2.4069716930389404,1
3,6,4,2000,100,2.418456792831421,1
4,6,4,2000,100,2.4593794345855713,1
0,6,5,2000,100,2.1636478900909424,1
1,6,5,2000,100,2.1948232650756836,1
2,6,5,2000,100,2.2168257236480713,1
3,6,5,2000,100,2.2248241901397705,1
4,6,5,2000,100,2.245983123779297,1
0,6,6,2000,100,2.1339612007141113,1
1,6,6,2000,100,2.2066986560821533,1
2,6,6,2000,100,2.2417430877685547,1
3,6,6,2000,100,2.2612552642822266,1
4,6,6,2000,100,2.3360042572021484,1
0,6,1,2500,100,2.3876168727874756,1
1,6,1,2500,100,3.625640392303467,1
2,6,1,2500,100,3.6282968521118164,1
3,6,1,2500,100,3.6362874507904053,1
4,6,1,2500,100,3.641286849975586,1
0,6,2,2500,100,2.4277126789093018,1
1,6,2,2500,100,2.6280970573425293,1
2,6,2,2500,100,3.651670217514038,1
3,6,2,2500,100,3.7904443740844727,1
4,6,2,2500,100,3.8284430503845215,1
0,6,3,2500,100,2.4744410514831543,1
1,6,3,2500,100,2.5442371368408203,1
2,6,3,2500,100,2.5141968727111816,1
3,6,3,2500,100,3.702627658843994,1
4,6,3,2500,100,3.934055805206299,1
0,6,4,2500,100,2.5460000038146973,1
1,6,4,2500,100,2.615999221801758,1
2,6,4,2500,100,2.621999502182007,1
3,6,4,2500,100,2.6279983520507812,1
4,6,4,2500,100,2.645000696182251,1
0,6,5,2500,100,2.626466989517212,1
1,6,5,2500,100,2.6649575233459473,1
2,6,5,2500,100,2.7069575786590576,1
3,6,5,2500,100,2.705683946609497,1
4,6,5,2500,100,2.725684881210327,1
0,6,6,2500,100,2.6605937480926514,1
1,6,6,2500,100,2.671485185623169,1
2,6,6,2500,100,2.669168710708618,1
3,6,6,2500,100,2.6985158920288086,1
4,6,6,2500,100,2.8056044578552246,1
0,6,1,1500,100,1.6333096027374268,1
1,6,1,1500,100,2.436404228210449,1
2,6,1,1500,100,2.4438791275024414,1
3,6,1,1500,100,2.53806734085083,1
4,6,1,1500,100,2.556393623352051,1
0,6,2,1500,100,1.6519169807434082,1
1,6,2,1500,100,1.6829166412353516,1
2,6,2,1500,100,2.445636510848999,1
3,6,2,1500,100,2.564732074737549,1
4,6,2,1500,100,2.6027326583862305,1
0,6,3,1500,100,1.6919653415679932,1
1,6,3,1500,100,1.7647182941436768,1
2,6,3,1500,100,1.7755706310272217,1
3,6,3,1500,100,2.6254401206970215,1
4,6,3,1500,100,2.7396657466888428,1
0,6,4,1500,100,1.8982634544372559,1
1,6,4,1500,100,2.677946090698242,1
2,6,4,1500,100,2.6980226039886475,1
3,6,4,1500,100,2.707339286804199,1
4,6,4,1500,100,2.7349681854248047,1
0,6,5,1500,100,1.6878764629364014,1
1,6,5,1500,100,1.7723908424377441,1
2,6,5,1500,100,1.7773935794830322,1
3,6,5,1500,100,1.783609390258789,1
4,6,5,1500,100,1.8119447231292725,1
0,6,6,1500,100,1.696427345275879,1
1,6,6,1500,100,1.7311086654663086,1
2,6,6,1500,100,1.7491068840026855,1
3,6,6,1500,100,1.7506165504455566,1
4,6,6,1500,100,1.7617063522338867,1
0,6,1,500,100,0.7706010341644287,1
1,6,1,500,100,1.194974660873413,1
2,6,1,500,100,1.286792278289795,1
3,6,1,500,100,1.298994779586792,1
4,6,1,500,100,1.3179950714111328,1
0,6,2,500,100,0.7686247825622559,1
1,6,2,500,100,0.8112390041351318,1
2,6,2,500,100,1.2017645835876465,1
3,6,2,500,100,1.2389893531799316,1
4,6,2,500,100,1.2669897079467773,1
0,6,3,500,100,0.7912473678588867,1
1,6,3,500,100,0.8292458057403564,1
2,6,3,500,100,0.8332481384277344,1
3,6,3,500,100,1.372713565826416,1
4,6,3,500,100,1.4208145141601562,1
0,6,4,500,100,0.7965271472930908,1
1,6,4,500,100,0.8093457221984863,1
2,6,4,500,100,0.9010975360870361,1
3,6,4,500,100,1.3881018161773682,1
4,6,4,500,100,1.3944571018218994,1
0,6,5,500,100,0.8171179294586182,1
1,6,5,500,100,0.8439126014709473,1
2,6,5,500,100,0.8648715019226074,1
3,6,5,500,100,0.9610316753387451,1
4,6,5,500,100,0.9870312213897705,1
0,6,6,500,100,0.779292106628418,1
1,6,6,500,100,0.810504674911499,1
2,6,6,500,100,0.8665015697479248,1
3,6,6,500,100,0.868502140045166,1
4,6,6,500,100,0.9851078987121582,1
0,6,1,1000,100,1.1999905109405518,1
1,6,1,1000,100,1.8454258441925049,1
2,6,1,1000,100,1.9587726593017578,1
3,6,1,1000,100,2.0045413970947266,1
4,6,1,1000,100,2.0095434188842773,1
0,6,2,1000,100,1.1025943756103516,1
1,6,2,1000,100,1.1736104488372803,1
2,6,2,1000,100,1.6892666816711426,1
3,6,2,1000,100,1.703512191772461,1
4,6,2,1000,100,1.841521978378296,1
0,6,3,1000,100,1.2342846393585205,1
1,6,3,1000,100,1.247499704360962,1
2,6,3,1000,100,1.247499704360962,1
3,6,3,1000,100,1.8350582122802734,1
4,6,3,1000,100,1.8761670589447021,1
0,6,4,1000,100,1.222414493560791,1
1,6,4,1000,100,1.2884695529937744,1
2,6,4,1000,100,1.2969629764556885,1
3,6,4,1000,100,1.3118565082550049,1
4,6,4,1000,100,1.3140630722045898,1
0,6,1,1500,100,1.5640101432800293,1
1,6,1,1500,100,2.474339485168457,1
2,6,1,1500,100,2.498080253601074,1
3,6,1,1500,100,2.522083044052124,1
4,6,1,1500,100,2.527081251144409,1
0,6,2,1500,100,1.6270453929901123,1
1,6,2,1500,100,1.7380452156066895,1
2,6,2,1500,100,2.4298126697540283,1
3,6,2,1500,100,2.490811824798584,1
4,6,2,1500,100,2.516422748565674,1
0,6,3,1500,100,1.6405291557312012,1
1,6,3,1500,100,1.655529499053955,1
2,6,3,1500,100,1.6982145309448242,1
3,6,3,1500,100,2.653902769088745,1
4,6,3,1500,100,2.6731388568878174,1
0,6,4,1500,100,1.6897826194763184,1
1,6,4,1500,100,1.6999938488006592,1
2,6,4,1500,100,1.700019121170044,1
3,6,4,1500,100,1.7117233276367188,1
4,6,4,1500,100,1.7511136531829834,1
0,6,5,1500,100,1.7734217643737793,1
1,6,5,1500,100,1.7796103954315186,1
2,6,5,1500,100,1.7796103954315186,1
3,6,5,1500,100,1.8135218620300293,1
4,6,5,1500,100,1.8965206146240234,1
0,6,6,1500,100,1.6842799186706543,1
1,6,6,1500,100,1.7246053218841553,1
2,6,6,1500,100,1.7338171005249023,1
3,6,6,1500,100,1.7844467163085938,1
4,6,6,1500,100,1.9311976432800293,1
0,6,1,1500,100,1.5235741138458252,1
1,6,1,1500,100,2.3852643966674805,1
2,6,1,1500,100,2.3932642936706543,1
3,6,1,1500,100,2.406263828277588,1
4,6,1,1500,100,2.551262378692627,1
0,6,2,1500,100,1.6190276145935059,1
1,6,2,1500,100,1.6640777587890625,1
2,6,2,1500,100,2.472687244415283,1
3,6,2,1500,100,2.5201425552368164,1
4,6,2,1500,100,2.5571444034576416,1
