,Peers,Miners,Contracts,Transactions,Time,Difficulty
10,16,1,15000,100,2.2859809398651123,1
11,16,1,15000,100,2.2929790019989014,1
12,16,1,15000,100,2.29597806930542,1
13,16,1,15000,100,2.3009774684906006,1
14,16,1,15000,100,2.3179781436920166,1
0,16,1,20000,100,2.401165723800659,1
1,16,1,20000,100,2.6522021293640137,1
2,16,1,20000,100,2.678882122039795,1
3,16,1,20000,100,2.7004504203796387,1
4,16,1,20000,100,2.70288348197937,1
5,16,1,20000,100,2.7298831939697266,1
6,16,1,20000,100,2.7324512004852295,1
7,16,1,20000,100,2.741450071334839,1
8,16,1,20000,100,2.7584497928619385,1
9,16,1,20000,100,2.7734482288360596,1
10,16,1,20000,100,2.7798819541931152,1
11,16,1,20000,100,2.7834506034851074,1
12,16,1,20000,100,2.7874486446380615,1
13,16,1,20000,100,2.7874486446380615,1
14,16,1,20000,100,2.793881416320801,1
0,16,1,25000,100,2.8711764812469482,1
1,16,1,25000,100,3.137453556060791,1
2,16,1,25000,100,3.150693416595459,1
3,16,1,25000,100,3.15645432472229,1
4,16,1,25000,100,3.2227604389190674,1
5,16,1,25000,100,3.2349653244018555,1
6,16,1,25000,100,3.2352023124694824,1
7,16,1,25000,100,3.292966365814209,1
8,16,1,25000,100,3.293966293334961,1
9,16,1,25000,100,3.2992022037506104,1
10,16,1,25000,100,3.31196665763855,1
11,16,1,25000,100,3.351963758468628,1
12,16,1,25000,100,3.461512327194214,1
13,16,1,25000,100,3.4673452377319336,1
14,16,1,25000,100,3.470345973968506,1
0,16,1,30000,100,3.21720814704895,1
1,16,1,30000,100,3.574496269226074,1
2,16,1,30000,100,3.5950160026550293,1
3,16,1,30000,100,3.6030161380767822,1
4,16,1,30000,100,3.6340177059173584,1
5,16,1,30000,100,3.6420154571533203,1
6,16,1,30000,100,3.6600167751312256,1
7,16,1,30000,100,3.668016195297241,1
8,16,1,30000,100,3.669017791748047,1
9,16,1,30000,100,3.675015687942505,1
10,16,1,30000,100,3.7100155353546143,1
11,16,1,30000,100,3.713016986846924,1
12,16,1,30000,100,3.7270164489746094,1
13,16,1,30000,100,3.754016876220703,1
14,16,1,30000,100,3.7750155925750732,1
0,16,1,5000,100,3.1082117557525635,1
1,16,1,5000,100,3.4690937995910645,1
2,16,1,5000,100,3.481093406677246,1
3,16,1,5000,100,3.4824397563934326,1
4,16,1,5000,100,3.496093273162842,1
5,16,1,5000,100,3.5070955753326416,1
6,16,1,5000,100,3.510096311569214,1
7,16,1,5000,100,3.521096706390381,1
8,16,1,5000,100,3.538095235824585,1
9,16,1,5000,100,3.545095682144165,1
10,16,1,5000,100,3.545095682144165,1
11,16,1,5000,100,3.5470950603485107,1
12,16,1,5000,100,3.557093381881714,1
13,16,1,5000,100,3.5670933723449707,1
14,16,1,5000,100,3.577094793319702,1
0,16,1,10000,100,5.883471488952637,1
1,16,1,10000,100,6.476844310760498,1
2,16,1,10000,100,6.557329893112183,1
3,16,1,10000,100,6.5693299770355225,1
4,16,1,10000,100,6.581331491470337,1
5,16,1,10000,100,6.598330974578857,1
6,16,1,10000,100,6.749329566955566,1
7,16,1,10000,100,6.755331993103027,1
8,16,1,10000,100,6.7663304805755615,1
9,16,1,10000,100,6.788330316543579,1
10,16,1,10000,100,6.828463792800903,1
11,16,1,10000,100,6.836464881896973,1
12,16,1,10000,100,6.850463151931763,1
13,16,1,10000,100,6.865467071533203,1
14,16,1,10000,100,6.868463754653931,1
0,16,1,15000,100,8.808729648590088,1
1,16,1,15000,100,9.992790937423706,1
2,16,1,15000,100,10.004782676696777,1
3,16,1,15000,100,10.066781759262085,1
4,16,1,15000,100,10.066781759262085,1
5,16,1,15000,100,10.06878137588501,1
6,16,1,15000,100,10.074781656265259,1
7,16,1,15000,100,10.086781024932861,1
8,16,1,15000,100,10.09778118133545,1
9,16,1,15000,100,10.102781057357788,1
10,16,1,15000,100,10.11378002166748,1
11,16,1,15000,100,10.127780437469482,1
12,16,1,15000,100,10.1347815990448,1
13,16,1,15000,100,10.142781496047974,1
14,16,1,15000,100,10.164780616760254,1
0,16,1,20000,100,11.79840874671936,1
1,16,1,20000,100,13.350051879882812,1
2,16,1,20000,100,13.354724645614624,1
3,16,1,20000,100,13.416167736053467,1
4,16,1,20000,100,13.414544820785522,1
5,16,1,20000,100,13.418168067932129,1
6,16,1,20000,100,13.422168016433716,1
7,16,1,20000,100,13.431166172027588,1
8,16,1,20000,100,13.43516731262207,1
9,16,1,20000,100,13.437167406082153,1
10,16,1,20000,100,13.484169006347656,1
11,16,1,20000,100,13.496544599533081,1
12,16,1,20000,100,13.515165090560913,1
13,16,1,20000,100,13.521167039871216,1
14,16,1,20000,100,13.543541669845581,1
0,16,1,25000,100,14.069849252700806,1
1,16,1,25000,100,15.942033529281616,1
2,16,1,25000,100,15.991326570510864,1
3,16,1,25000,100,16.006325244903564,1
4,16,1,25000,100,16.02310037612915,1
5,16,1,25000,100,16.028101205825806,1
6,16,1,25000,100,16.057326555252075,1
7,16,1,25000,100,16.058326482772827,1
8,16,1,25000,100,16.131327867507935,1
9,16,1,25000,100,16.156100034713745,1
10,16,1,25000,100,16.158101558685303,1
11,16,1,25000,100,16.158101558685303,1
12,16,1,25000,100,16.191328763961792,1
13,16,1,25000,100,16.215102910995483,1
14,16,1,25000,100,16.233100175857544,1
0,16,1,30000,100,17.107171773910522,1
1,16,1,30000,100,19.398319244384766,1
2,16,1,30000,100,19.431731939315796,1
3,16,1,30000,100,19.462830066680908,1
4,16,1,30000,100,19.470829010009766,1
5,16,1,30000,100,19.47783136367798,1
6,16,1,30000,100,19.49182939529419,1
7,16,1,30000,100,19.533830881118774,1
8,16,1,30000,100,19.546831130981445,1
9,16,1,30000,100,19.573832035064697,1
10,16,1,30000,100,19.585829496383667,1
11,16,1,30000,100,19.590832233428955,1
12,16,1,30000,100,19.611830472946167,1
13,16,1,30000,100,19.64583396911621,1
14,16,1,30000,100,19.6588294506073,1
